
GroupOne: quality:1 subspecies:enterica core:402,405,401,404,399,379,403,397,358,389,392,400,398,385,394,386,293,368,395,396,352,348,359,383 serovar:Enteritidis contigs:59,1,46,41,53,62,31,65,42,142,297,38,36,74,83,35,63,37,71,30,78,28,44,29,79,261,86,25,93,122,45,55,112,248,140,161,110,146,102,13,67,4,243,2,120,116,126,60,429,40,34,168,64,3,104,191,135,609,151,48,124,159,39,176,57,100,52,56,918,33,68,98,27,82,103,113,84,32,144,43,148,75,50,91,51,193,21,26,149,47,61,141,139,220,123,80,69,156,152
GroupTwo: quality:1 subspecies:enterica,diarizonae,salamae,houtenae,arizonae,indica core:359,385,363,361,358,346,390,357,126,402,391,356,360,399,405,403,397,350,382,398,400,368,381,401,268,374,364,365,355,386,352,318,378,380,404,384,298,379,370,396,392,375,372,395,373,387,369,353,371,388,367,289,383,354,376,333,351,278,366,348,394,393,334,389,377,311,312,345,127,139,362,324,344,317,342,349,188,337,316,341,300,136,332,82,74,294,284,184,328,176,326,327,347,343,83,307,280,290,306,194,320,78,86,79,187,319,295,76,303,288,275,138,304,309,292,87 serovar:Typhi,Kentucky,Itami,Paratyphi,Weltevreden,O61:z:1,5,7,Typhimurium,Choleraesuis,Bareilly,Heidelberg,Infantis,I,9,12:l,v:-,Cerro,Agona,Bovismorbificans,Newport,Tennessee,Montevideo,Muenchen,Saintpaul,Havana,Senftenberg,Dublin,Anatum,Plymouth|Zega,Mbandaka,Hadar,Albany,Hartford,Oranienburg,Derby,Nima,4,[5],12:i:-,Schwarzengrund,Kiambu,Reading,Bredeney,Virginia,Liverpool,4,12:i:-,4,12:d:-,Javiana,Manhattan,Inverness,Brandenburg,Aqua,Berta,Litchfield,Nottingham,C1:g,Thompson,Johannesburg,Rubislaw,O61:k:1,5,IIIb,Pullorum,Telelkebir,Minnesota,B:e,h:-,Mississippi,Virchow,Ohio,Lille,Herston,Stanley,Abony,56:z10:e,n,x,Java,Muenster,Indiana,Putten,Lingwala,Blegdam,Tallahassee,Worthington,Milwaukee,Braenderup,X:z47:z53,Chester,Blockley,Gallinarum,16:z4,z32:--,Urbana,63:g,z51:-,London,Moscow,Give,Cubana,58:l,z13,z28:z6,Gaminara,Miami,Poona,Livingstone,6,14,25:z10:1,(2),7,Corvallis,Soerenga,Widemarsh,Abaetetuba,Hvittingfoss,Panama,Stanleyville,18:z4,z23:-,Meleagridis,Rissen,Veneziana,Gallinarum/pullorum,II,Namur,Fresno,Ouakam,62:z36:-,Abortusovis,50:g,z51:-,Pomona,Colindale,Mishmarhaemek,IV,Napoli,Nchanga,Weslaco,Orion,62:z4,z23:--,,Salford,Sandiego,Norwich,Kedougou,Hindmarsh,Brancaster,60:r:e,n,x,z15,Eastbourne,Hillingdon,Sloterdijk contigs:41,44,132,23,52,2,70,58,62,108,74,59,38,276,72,69,43,85,101,105,192,299,98,97,42,103,154,293,87,66,56,53,1,46,67,40,47,78,49,227,55,45,48,115,60,164,51,95,39,65,68,110,187,259,185,61,75,117,480,114,50,91,99,158,80,54,63,3,206,79,189,6,126,57,119,84,323,137,86,83,89,64,77,116,81,113,127,94,144,76,121,168,291,73,176,88,123,145,36,107,141,35,152,118,14,134,71,173,4,250,169,30,133,106,12,92,174,109,171,90,194,125,19,153,128,271,8,102,286,96,233,193,209,155,479,163,28,180,175,314,151,159,266,442,138,82,165,274,100,257,146,149,235,112,130,331,122,139,11,524,21,228,25,585,225,37,577,186,104,147,307,664,156,5,27,368,135,196,111,318,435,598,182,32,160,246,416,244,260,170,422,10,534,252,9,472,143,93,142,181,161,203,280,285,13,308,131,177,199,140,24,212,267,230,279,408,355,29,213,827,248,385,449,220,211,298,263,201,33,183,311,157,166,221,136,744,34,7,197,148,198,351,219,255,218,334,190,195,178,265,207,546,188,902,191,272,558,150,303,650,463,365,129,120,20,222,31,162,214,204,26,215,229,399,634,241,856,238,417,202,655,232,420,500,394,428,210,258,587,401,124,343,284,532,996,216,236,873,261,251,172,273,618,18,983,224,538,270,217,418,205,731,15,335,338,374,389,242,239,17,231,550,517,256,249,688,407,665,329,184,350,167,432,415,290,253,590,346,268,247,278,903,179,245,315,326,930,750
Name	GroupOne (+)	GroupOne (-)	GroupTwo (+)	GroupTwo (-)	pValue
lcl|GCA_000007545_1_ASM754v1_genomic_fna|AE014613.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2__complete_genome__1928253..1929252_	1	408	1962	2522	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__1443001..1444000_	407	2	2268	2216	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__2742001..2743000_	2	407	957	3527	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__3991001..3992000_	3	406	2137	2347	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__4360001..4361000_	354	55	2617	1867	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__586001..587000_	407	2	3886	598	3.375077994860476e-14
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__4740001..4741000_	1	408	800	3684	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__3460001..3461000_	1	408	1849	2635	0.0
lcl|GCA_000007545_1_ASM754v1_genomic_fna|AE014613.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2__complete_genome__4421219..4422218_	2	407	1946	2538	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__3882001..3883000_	282	127	892	3592	0.0
lcl|GCA_000195995_1_ASM19599v1_genomic_fna|AL513383.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18_plasmid_pHCM1__210546..211545_	0	409	536	3948	1.2656542480726785e-13
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__1573001..1574000_	392	17	3834	650	5.41673850218416e-9
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__454001..455000_	408	1	2485	1999	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__2164001..2165000_	408	1	3637	847	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__2900001..2901000_	0	409	907	3577	0.0
lcl|GCA_000195995_1_ASM19599v1_genomic_fna|AL513383.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18_plasmid_pHCM1__192546..193545_	0	409	537	3947	1.1934897514720433e-13
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__230001..231000_	383	26	1936	2548	0.0
lcl|GCA_000007545_1_ASM754v1_genomic_fna|AE014613.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2__complete_genome__4492242..4493241_	1	408	1935	2549	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__614001..615000_	404	5	3364	1120	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__4322001..4323000_	407	2	2150	2334	0.0
lcl|GCA_000007545_1_ASM754v1_genomic_fna|AE014613.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2__complete_genome__4263723..4264722_	407	2	2813	1671	0.0
lcl|GCA_000011885_1_ASM1188v1_genomic_fna|CP000026.1_Salmonella_enterica_subsp._enterica_serovar_Paratyphi_A_str._ATCC_9150__complete_genome__2490021..2491242_	2	407	940	3544	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__4678001..4679000_	3	406	1572	2912	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__4742001..4743000_	0	409	799	3685	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__4616001..4617000_	406	3	1775	2709	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__1776001..1777000_	407	2	2310	2174	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__4784001..4785000_	1	408	3443	1041	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__1115001..1116000_	401	8	620	3864	0.0
lcl|GCA_000195995_1_ASM19599v1_genomic_fna|AL513383.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18_plasmid_pHCM1__194546..195545_	0	409	537	3947	1.1934897514720433e-13
lcl|GCA_000195995_1_ASM19599v1_genomic_fna|AL513383.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18_plasmid_pHCM1__196546..197545_	0	409	533	3951	1.5076828674409626e-13
lcl|GCA_000007545_1_ASM754v1_genomic_fna|AE014613.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2__complete_genome__4407219..4408218_	1	408	1957	2527	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__788001..789000_	2	407	3590	894	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__4746001..4747000_	1	408	799	3685	0.0
lcl|GCA_000008105_1_ASM810v1_genomic_fna|AY509004.1_Salmonella_enterica_subsp._enterica_serovar_Choleraesuis_str._SC_B67_plasmid_pSC138__complete_sequence__59001..60000_	4	405	341	4143	5.400783662512509e-7
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__4728001..4729000_	408	1	2495	1989	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__2902001..2903000_	0	409	1042	3442	0.0
lcl|GCA_000170235_1_ASM17023v1_genomic_fna|ABAN01000110.1_Salmonella_enterica_subsp._enterica_serovar_Saintpaul_str._SARA29_gcontig_1104776689399__whole_genome_shotgun_sequence__1..1097_	3	406	485	3999	7.295664072870522e-11
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__1131001..1132000_	2	407	1154	3330	0.0
lcl|GCA_000016045_1_ASM1604v1_genomic_fna|CP001113.1_Salmonella_enterica_subsp._enterica_serovar_Newport_str._SL254__complete_genome__2175079..2176078_	1	408	353	4131	1.1950747280664586e-8
lcl|GCA_000007545_1_ASM754v1_genomic_fna|AE014613.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2__complete_genome__1952253..1953485_	1	408	1952	2532	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__2232001..2233000_	2	407	1594	2890	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__348001..349000_	408	1	4159	325	5.413495829387216e-8
lcl|GCA_000195995_1_ASM19599v1_genomic_fna|AL513383.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18_plasmid_pHCM1__35922..36921_	0	409	534	3950	1.4221956945448255e-13
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__1136001..1137000_	4	405	1126	3358	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__632001..633000_	2	407	1720	2764	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__3511001..3512000_	405	4	1517	2967	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__1686001..1687000_	407	2	2477	2007	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__252001..253000_	407	2	2299	2185	0.0
lcl|GCA_000007545_1_ASM754v1_genomic_fna|AE014613.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2__complete_genome__1941253..1942252_	1	408	1939	2545	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__340001..341000_	404	5	1765	2719	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__1112001..1113000_	0	409	681	3803	0.0
lcl|GCA_000170235_1_ASM17023v1_genomic_fna|ABAN01000063.1_Salmonella_enterica_subsp._enterica_serovar_Saintpaul_str._SARA29_gcontig_1104776689415__whole_genome_shotgun_sequence__1..1000_	3	406	515	3969	1.3272383192486359e-11
lcl|GCA_000009505_1_ASM950v1_genomic_fna|AM933172.1_Salmonella_enterica_subsp._enterica_serovar_Enteritidis_str._P125109_complete_genome__2016368..2017367_	402	7	674	3810	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__934001..935000_	405	4	1778	2706	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__4674001..4675000_	3	406	1542	2942	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__1220001..1221000_	405	4	3945	539	1.00198738195445e-11
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__3244001..3245000_	405	4	2006	2478	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__372001..373000_	404	5	1994	2490	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__4748001..4749000_	1	408	801	3683	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__4417001..4418000_	1	408	1630	2854	0.0
lcl|GCA_000018385_1_ASM1838v1_genomic_fna|CP000858.1_Salmonella_enterica_subsp._enterica_serovar_Paratyphi_C_strain_RKS4594_plasmid_pSPCV__complete_sequence__21531..23377_	168	241	1	4483	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__4230001..4231000_	406	3	3926	558	1.110334046927619e-12
lcl|GCA_000007545_1_ASM754v1_genomic_fna|AE014613.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2__complete_genome__2913381..2914380_	3	406	2439	2045	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__32001..33000_	406	3	3815	669	1.4432899320127035e-15
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__4102001..4103000_	240	169	883	3601	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__2632001..2633000_	404	5	1356	3128	0.0
lcl|GCA_000009505_1_ASM950v1_genomic_fna|AM933172.1_Salmonella_enterica_subsp._enterica_serovar_Enteritidis_str._P125109_complete_genome__2066624..2067623_	403	6	43	4441	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__3770001..3771000_	408	1	2084	2400	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__4588001..4589000_	404	5	1638	2846	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__3082001..3083000_	403	6	1343	3141	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__174001..175000_	405	4	4116	368	1.2888062694837998e-7
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__3772001..3773000_	408	1	2344	2140	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__2905001..2906000_	0	409	916	3568	0.0
lcl|GCA_000195995_1_ASM19599v1_genomic_fna|AL513383.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18_plasmid_pHCM1__4922..5921_	0	409	533	3951	1.5076828674409626e-13
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__2903001..2904000_	0	409	892	3592	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__4103001..4104000_	0	409	450	4034	1.776156999255818e-11
lcl|GCA_000195995_1_ASM19599v1_genomic_fna|AL513383.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18_plasmid_pHCM1__93922..94921_	0	409	529	3955	1.9051427102567686e-13
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__2740001..2741000_	2	407	966	3518	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__3518001..3519000_	392	17	3817	667	2.1749606560206303e-9
lcl|GCA_000170235_1_ASM17023v1_genomic_fna|ABAN01000063.1_Salmonella_enterica_subsp._enterica_serovar_Saintpaul_str._SARA29_gcontig_1104776689415__whole_genome_shotgun_sequence__6001..7000_	3	406	512	3972	1.5753731652523584e-11
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__1956001..1957000_	397	12	2135	2349	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__3572001..3573000_	216	193	986	3498	0.0
lcl|GCA_000195995_1_ASM19599v1_genomic_fna|AL513383.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18_plasmid_pHCM1__50922..51921_	0	409	533	3951	1.5076828674409626e-13
lcl|GCA_000170235_1_ASM17023v1_genomic_fna|ABAN01000090.1_Salmonella_enterica_subsp._enterica_serovar_Saintpaul_str._SARA29_gcontig_1104776688177__whole_genome_shotgun_sequence__1001..2033_	3	406	512	3972	1.5753731652523584e-11
lcl|GCA_000020705_1_ASM2070v1_genomic_fna|CP001120.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476__complete_genome__1532505..1533504_	0	409	361	4123	2.4847617297041324e-9
lcl|GCA_000173695_1_ASM17369v1_genomic_fna|ACBF01000002.1_Salmonella_enterica_subsp._enterica_serovar_Tennessee_str._CDC07_0191_contig00055__whole_genome_shotgun_sequence__282053..283052_	0	409	250	4234	9.479053997285547e-7
lcl|GCA_000007545_1_ASM754v1_genomic_fna|AE014613.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2__complete_genome__4501242..4502241_	1	408	1926	2558	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__4328001..4329000_	405	4	1266	3218	0.0
lcl|GCA_000007545_1_ASM754v1_genomic_fna|AE014613.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2__complete_genome__4499242..4500241_	1	408	1934	2550	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__2855001..2856000_	189	220	887	3597	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__344001..345000_	408	1	4155	329	4.36660947400469e-8
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006471.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2_plasmid_pSLT__complete_sequence__67001..68000_	2	407	552	3932	5.094813460004843e-13
lcl|GCA_000007545_1_ASM754v1_genomic_fna|AE014613.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2__complete_genome__4679559..4680558_	404	5	2158	2326	0.0
lcl|GCA_000195995_1_ASM19599v1_genomic_fna|AL513383.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18_plasmid_pHCM1__189546..190545_	0	409	533	3951	1.5076828674409626e-13
lcl|GCA_001713905_1_ASM171390v1_genomic_fna|LIMB01000016.1_Salmonella_enterica_subsp._enterica_serovar_Enteritidis_strain_CFSAN024738_contig_16__whole_genome_shotgun_sequence__39688..40938_	11	398	0	4484	0.0
lcl|GCA_000009505_1_ASM950v1_genomic_fna|AM933172.1_Salmonella_enterica_subsp._enterica_serovar_Enteritidis_str._P125109_complete_genome__2076410..2077409_	402	7	43	4441	0.0
lcl|GCA_000009505_1_ASM950v1_genomic_fna|AM933172.1_Salmonella_enterica_subsp._enterica_serovar_Enteritidis_str._P125109_complete_genome__2075410..2076409_	379	30	39	4445	0.0
lcl|GCA_000020745_1_ASM2074v1_genomic_fna|CP001127.1_Salmonella_enterica_subsp._enterica_serovar_Schwarzengrund_str._CVM19633__complete_genome__2070796..2071795_	1	408	263	4221	1.4607314680059602e-6
lcl|GCA_000016045_1_ASM1604v1_genomic_fna|CP001113.1_Salmonella_enterica_subsp._enterica_serovar_Newport_str._SL254__complete_genome__2179079..2180078_	1	408	324	4160	5.712038642080586e-8
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006471.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2_plasmid_pSLT__complete_sequence__44001..45000_	187	222	734	3750	0.0
lcl|GCA_000007545_1_ASM754v1_genomic_fna|AE014613.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2__complete_genome__3610060..3611059_	406	3	2197	2287	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__2079001..2080000_	4	405	4044	440	0.0
lcl|GCA_000009505_1_ASM950v1_genomic_fna|AM933172.1_Salmonella_enterica_subsp._enterica_serovar_Enteritidis_str._P125109_complete_genome__2072410..2073409_	398	11	42	4442	0.0
lcl|GCA_000008105_1_ASM810v1_genomic_fna|AY509004.1_Salmonella_enterica_subsp._enterica_serovar_Choleraesuis_str._SC_B67_plasmid_pSC138__complete_sequence__56001..57000_	4	405	340	4144	5.693392965966382e-7
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006471.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2_plasmid_pSLT__complete_sequence__42001..43000_	186	223	595	3889	0.0
lcl|GCA_000008105_1_ASM810v1_genomic_fna|AE017220.1_Salmonella_enterica_subsp._enterica_serovar_Choleraesuis_str._SC_B67__complete_genome__1408601..1409600_	405	4	562	3922	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006471.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2_plasmid_pSLT__complete_sequence__63001..64000_	179	230	558	3926	0.0
lcl|GCA_000008105_1_ASM810v1_genomic_fna|AY509004.1_Salmonella_enterica_subsp._enterica_serovar_Choleraesuis_str._SC_B67_plasmid_pSC138__complete_sequence__74001..75000_	4	405	374	4110	9.353213648033432e-8
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006471.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2_plasmid_pSLT__complete_sequence__7001..8000_	298	111	2673	1811	1.504366254900802e-7
lcl|GCA_000170235_1_ASM17023v1_genomic_fna|ABAN01000052.1_Salmonella_enterica_subsp._enterica_serovar_Saintpaul_str._SARA29_gcontig_1104776683799__whole_genome_shotgun_sequence__14451..15450_	3	406	514	3970	1.4053092023402769e-11
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__2879001..2880000_	1	408	966	3518	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006471.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2_plasmid_pSLT__complete_sequence__65001..66000_	165	244	519	3965	0.0
lcl|GCA_000195995_1_ASM19599v1_genomic_fna|AL513383.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18_plasmid_pHCM1__39922..40921_	0	409	528	3956	2.0194956817931597e-13
lcl|GCA_000170235_1_ASM17023v1_genomic_fna|ABAN01000052.1_Salmonella_enterica_subsp._enterica_serovar_Saintpaul_str._SARA29_gcontig_1104776683799__whole_genome_shotgun_sequence__10451..11450_	3	406	484	4000	7.719247463455758e-11
lcl|GCA_000007545_1_ASM754v1_genomic_fna|AE014613.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2__complete_genome__1660256..1661739_	1	408	1960	2524	0.0
