
GroupOne: quality:1 subspecies:enterica core:405,382,381,403,387,402,401,383,399,400,404,392,391,352,398,393,378,341,396,379,384,385,394,365,397,395,366,357,363,376,373,388,375,389,386,350 serovar:Heidelberg contigs:2,299,293,49,164,35,92,78,57,271,75,233,209,71,87,68,76,55,101,90,154,130,128,4,105,81,41,132,116,70,62,147,534,66,65,72,82,88,5,139,74,54,355,127,96,73,91,46,136,744,7,95,3,53,145,311,80,189,38,546,178,52,85,61,272,558,142,650,110,153,58,463,168,196,169,102,176,67,118,93,192,634,238,417,202,198,39,111,368,163,79,100,149,418,260,338,34,174,84,160,177,44,83,137,47,63,60,42,432,590,225,48,6,89,114,179,59,315,51
GroupTwo: quality:1 subspecies:enterica,diarizonae,salamae,houtenae,arizonae,indica core:359,385,363,361,358,346,390,357,126,402,391,356,360,399,403,397,350,398,405,400,368,401,268,374,364,365,355,386,352,318,378,380,404,384,381,298,379,370,382,396,392,375,372,395,373,369,353,371,388,367,289,383,354,376,333,351,278,366,348,394,393,334,389,377,311,312,345,127,139,362,387,324,344,317,342,349,293,188,337,316,341,300,136,332,82,74,294,284,184,328,176,326,327,347,343,83,307,280,290,306,194,320,78,86,79,187,319,295,76,303,288,275,138,304,309,292,87 serovar:Typhi,Kentucky,Itami,Paratyphi,Weltevreden,O61:z:1,5,7,Typhimurium,Choleraesuis,Enteritidis,Bareilly,Infantis,I,9,12:l,v:-,Cerro,Agona,Bovismorbificans,Newport,Tennessee,Montevideo,Muenchen,Saintpaul,Havana,Senftenberg,Dublin,Anatum,Plymouth|Zega,Mbandaka,Hadar,Albany,Hartford,Oranienburg,Derby,Nima,4,[5],12:i:-,Schwarzengrund,Kiambu,Reading,Bredeney,Virginia,Liverpool,4,12:i:-,4,12:d:-,Javiana,Manhattan,Inverness,Brandenburg,Aqua,Berta,Litchfield,Nottingham,C1:g,Thompson,Johannesburg,Rubislaw,O61:k:1,5,IIIb,Pullorum,Telelkebir,Minnesota,B:e,h:-,Mississippi,Virchow,Ohio,Lille,Herston,Stanley,Abony,56:z10:e,n,x,Java,Muenster,Indiana,Putten,Lingwala,Blegdam,Tallahassee,Worthington,Milwaukee,Braenderup,X:z47:z53,Chester,Blockley,Gallinarum,16:z4,z32:--,Urbana,63:g,z51:-,London,Moscow,Give,Cubana,58:l,z13,z28:z6,Gaminara,Miami,Poona,Livingstone,6,14,25:z10:1,(2),7,Corvallis,Soerenga,Widemarsh,Abaetetuba,Hvittingfoss,Panama,Stanleyville,18:z4,z23:-,Meleagridis,Rissen,Veneziana,Gallinarum/pullorum,II,Namur,Fresno,Ouakam,62:z36:-,Abortusovis,50:g,z51:-,Pomona,Colindale,Mishmarhaemek,IV,Napoli,Nchanga,Weslaco,Orion,62:z4,z23:--,,Salford,Sandiego,Norwich,Kedougou,Hindmarsh,Brancaster,60:r:e,n,x,z15,Eastbourne,Hillingdon,Sloterdijk contigs:41,44,132,23,52,2,70,58,62,108,74,59,38,276,72,69,43,85,101,105,192,98,97,42,1,103,154,46,87,66,56,53,67,40,47,78,227,55,45,48,115,60,164,51,95,39,65,31,49,68,110,187,259,185,61,75,117,480,114,50,91,99,158,80,54,63,3,206,79,189,6,126,57,119,84,323,137,86,83,89,64,77,116,81,113,127,94,144,76,121,168,291,73,176,88,123,145,36,107,142,141,297,152,118,14,134,71,173,4,250,169,30,133,106,12,174,92,35,109,171,90,37,194,125,19,153,128,8,102,28,286,96,193,155,29,479,163,180,175,314,151,159,266,442,138,261,82,165,274,233,25,100,257,93,146,149,235,112,331,122,139,11,524,21,130,228,585,225,577,186,104,147,248,307,140,161,664,156,5,27,368,135,196,111,318,435,598,13,182,32,160,246,416,244,260,170,422,243,10,252,9,472,120,143,181,203,280,285,308,131,177,199,24,429,34,212,271,267,230,279,191,408,213,827,385,449,220,211,609,298,263,201,33,183,311,157,166,221,124,197,148,198,351,219,255,136,218,334,190,195,178,7,265,207,188,902,209,150,303,918,365,129,20,222,162,214,204,26,215,229,399,241,856,655,232,420,500,394,428,210,258,587,401,343,284,532,996,216,236,873,251,172,273,618,18,983,224,538,270,217,205,731,15,335,374,389,242,239,17,231,550,517,256,249,688,407,202,665,329,184,350,167,415,290,253,346,268,247,278,903,418,245,179,326,930,750
Name	GroupOne (+)	GroupOne (-)	GroupTwo (+)	GroupTwo (-)	pValue
lcl|GCA_000231645_2_ASM23164v2_genomic_fna|AFCS01000007.1_Salmonella_enterica_subsp._enterica_serovar_Montevideo_str._S5_403_Contig7__whole_genome_shotgun_sequence__1001..2000_	31	170	97	4595	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__1261001..1262000_	194	7	4680	12	5.88418203051333e-13
lcl|GCA_000195995_1_ASM19599v1_genomic_fna|AL513383.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18_plasmid_pHCM1__57922..58921_	0	201	533	4159	4.1475789525069473e-7
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__332001..333000_	0	201	3265	1427	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__3626001..3627000_	200	1	1519	3173	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__2302001..2303000_	195	6	4683	9	2.304378909911975e-12
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__4786001..4787000_	200	1	3815	877	4.621780735902803e-11
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__1130001..1131000_	197	4	1357	3335	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__2830001..2831000_	200	1	2677	2015	0.0
lcl|GCA_000195995_1_ASM19599v1_genomic_fna|AL513383.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18_plasmid_pHCM1__94922..95921_	0	201	527	4165	4.904178657616498e-7
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__4564001..4565000_	197	4	795	3897	0.0
lcl|GCA_000195995_1_ASM19599v1_genomic_fna|AL513383.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18_plasmid_pHCM1__36922..37921_	0	201	527	4165	4.904178657616498e-7
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__1202001..1203000_	195	6	4676	16	4.093435201912854e-8
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__1171001..1172000_	195	6	4674	18	2.3464803466932693e-7
lcl|GCA_000020705_1_ASM2070v1_genomic_fna|CP001118.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476_plasmid_pSL476_91__complete_sequence__63838..64837_	85	116	257	4435	0.0
lcl|GCA_000007545_1_ASM754v1_genomic_fna|AE014613.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2__complete_genome__4496242..4497241_	0	201	1937	2755	0.0
lcl|GCA_000231645_2_ASM23164v2_genomic_fna|AFCS01001155.1_Salmonella_enterica_subsp._enterica_serovar_Montevideo_str._S5_403_Contig1155__whole_genome_shotgun_sequence__11001..12000_	30	171	76	4616	0.0
lcl|GCA_000231645_2_ASM23164v2_genomic_fna|AFCS01001155.1_Salmonella_enterica_subsp._enterica_serovar_Montevideo_str._S5_403_Contig1155__whole_genome_shotgun_sequence__4001..5000_	31	170	64	4628	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__4670001..4671000_	1	200	1575	3117	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__2185001..2186000_	0	201	1393	3299	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__1606001..1607000_	199	2	2679	2013	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__1957001..1958000_	199	2	3798	894	9.033007675185445e-11
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__3280001..3281000_	200	1	2028	2664	0.0
lcl|GCA_000007545_1_ASM754v1_genomic_fna|AE014613.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2__complete_genome__3767725..3768724_	0	201	1972	2720	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__3266001..3267000_	199	2	2588	2104	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__3953001..3954000_	197	4	1507	3185	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__906001..907000_	0	201	915	3777	3.822275829179489e-12
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__2120001..2121000_	196	5	2251	2441	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__1531001..1532000_	142	59	1850	2842	0.0
lcl|GCA_000231645_2_ASM23164v2_genomic_fna|AFCS01001432.1_Salmonella_enterica_subsp._enterica_serovar_Montevideo_str._S5_403_Contig1432__whole_genome_shotgun_sequence__4001..5000_	1	200	0	4692	1.3518010992807916e-6
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__2892001..2893000_	201	0	755	3937	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__4612001..4613000_	198	3	4688	4	2.3513018687637555e-7
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__2344001..2345000_	199	2	3546	1146	1.6431300764452317e-14
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__322001..323000_	197	4	3906	786	2.549931910067471e-8
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__2833001..2834000_	194	7	4666	26	6.786227042532289e-7
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__124001..125000_	194	7	4684	8	1.1102230246251565e-16
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__2146001..2147000_	197	4	4685	7	6.805742858162489e-8
lcl|GCA_000007545_1_ASM754v1_genomic_fna|AE014613.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2__complete_genome__4423219..4424218_	0	201	1946	2746	0.0
lcl|GCA_000007545_1_ASM754v1_genomic_fna|AE014613.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2__complete_genome__1942253..1943252_	0	201	2166	2526	0.0
lcl|GCA_000195995_1_ASM19599v1_genomic_fna|AL513383.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18_plasmid_pHCM1__71922..72921_	0	201	530	4162	4.5102608015046286e-7
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__326001..327000_	197	4	3891	801	1.627815326976645e-8
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__3392001..3393000_	193	8	4663	29	7.12561720739302e-8
lcl|GCA_000016045_1_ASM1604v1_genomic_fna|CP000604.1_Salmonella_enterica_subsp._enterica_serovar_Newport_str._SL254_plasmid_pSN254__complete_sequence__130063..131062_	27	174	53	4639	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__4106001..4107000_	201	0	2574	2118	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__2543001..2544000_	197	4	2534	2158	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__1374001..1375000_	195	6	4683	9	2.304378909911975e-12
lcl|GCA_000180235_1_ASM18023v1_genomic_fna|CAAS01002130.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_str._E01_6750__contig_contig02130__whole_genome_shotgun_sequence__653..1694_	68	133	284	4408	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__3427001..3428000_	201	0	3739	953	1.0760281554667017e-12
lcl|GCA_000007545_1_ASM754v1_genomic_fna|AE014613.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2__complete_genome__1928253..1929252_	0	201	1963	2729	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__1443001..1444000_	199	2	2476	2216	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__2742001..2743000_	0	201	959	3733	8.789635685957364e-13
lcl|GCA_000231645_2_ASM23164v2_genomic_fna|AFCS01001143.1_Salmonella_enterica_subsp._enterica_serovar_Montevideo_str._S5_403_Contig1143__whole_genome_shotgun_sequence__1..1000_	3	198	3	4689	1.4504435652540337e-8
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__3991001..3992000_	201	0	1939	2753	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__4360001..4361000_	190	11	2781	1911	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__586001..587000_	200	1	4093	599	2.069877813593024e-7
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__4740001..4741000_	0	201	801	3891	1.4984780083437954e-10
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__3460001..3461000_	201	0	1649	3043	0.0
lcl|GCA_000007545_1_ASM754v1_genomic_fna|AE014613.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2__complete_genome__4421219..4422218_	0	201	1948	2744	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__3882001..3883000_	0	201	1174	3518	4.440892098500626e-16
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__1536001..1537000_	193	8	4674	18	6.515787909222581e-12
lcl|GCA_000195995_1_ASM19599v1_genomic_fna|AL513383.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18_plasmid_pHCM1__210546..211545_	0	201	536	4156	3.8136878199868107e-7
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__454001..455000_	200	1	2693	1999	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__2164001..2165000_	196	5	3849	843	1.3669288034812155e-8
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__2900001..2901000_	200	1	707	3985	0.0
lcl|GCA_000195995_1_ASM19599v1_genomic_fna|AL513383.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18_plasmid_pHCM1__192546..193545_	0	201	537	4155	3.7083935766624165e-7
lcl|GCA_000009505_1_ASM950v1_genomic_fna|AM933172.1_Salmonella_enterica_subsp._enterica_serovar_Enteritidis_str._P125109_complete_genome__2022775..2023774_	3	198	872	3820	5.927186519372185e-10
lcl|GCA_000231645_2_ASM23164v2_genomic_fna|AFCS01001139.1_Salmonella_enterica_subsp._enterica_serovar_Montevideo_str._S5_403_Contig1139__whole_genome_shotgun_sequence__4001..5000_	31	170	90	4602	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__1403001..1404000_	196	5	4684	8	4.127216346461182e-10
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__230001..231000_	166	35	2153	2539	0.0
lcl|GCA_000007545_1_ASM754v1_genomic_fna|AE014613.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2__complete_genome__4492242..4493241_	0	201	1936	2756	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__614001..615000_	194	7	3574	1118	1.9110046878267894e-11
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__4322001..4323000_	201	0	2356	2336	0.0
lcl|GCA_000007545_1_ASM754v1_genomic_fna|AE014613.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2__complete_genome__4263723..4264722_	0	201	3220	1472	0.0
lcl|GCA_000011885_1_ASM1188v1_genomic_fna|CP000026.1_Salmonella_enterica_subsp._enterica_serovar_Paratyphi_A_str._ATCC_9150__complete_genome__2490021..2491242_	192	9	750	3942	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__4678001..4679000_	1	200	1574	3118	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__4742001..4743000_	1	200	798	3894	5.607047048883373e-10
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__4616001..4617000_	201	0	1980	2712	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__1776001..1777000_	195	6	2522	2170	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__4784001..4785000_	201	0	3243	1449	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__1115001..1116000_	0	201	1021	3671	1.0491607582707729e-13
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__1994001..1995000_	197	4	4687	5	1.0433011121691038e-9
lcl|GCA_000195995_1_ASM19599v1_genomic_fna|AL513383.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18_plasmid_pHCM1__194546..195545_	0	201	537	4155	3.7083935766624165e-7
lcl|GCA_000195995_1_ASM19599v1_genomic_fna|AL513383.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18_plasmid_pHCM1__196546..197545_	0	201	533	4159	4.1475789525069473e-7
lcl|GCA_000007545_1_ASM754v1_genomic_fna|AE014613.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2__complete_genome__4407219..4408218_	0	201	1958	2734	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__788001..789000_	199	2	3393	1299	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__4746001..4747000_	0	201	800	3892	1.5461720792586675e-10
lcl|GCA_000008105_1_ASM810v1_genomic_fna|AY509004.1_Salmonella_enterica_subsp._enterica_serovar_Choleraesuis_str._SC_B67_plasmid_pSC138__complete_sequence__59001..60000_	83	118	262	4430	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__4728001..4729000_	200	1	2703	1989	0.0
lcl|GCA_000231645_2_ASM23164v2_genomic_fna|AFCS01001140.1_Salmonella_enterica_subsp._enterica_serovar_Montevideo_str._S5_403_Contig1140__whole_genome_shotgun_sequence__13001..14000_	30	171	96	4596	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__2902001..2903000_	198	3	844	3848	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__1131001..1132000_	199	2	957	3735	0.0
lcl|GCA_000007545_1_ASM754v1_genomic_fna|AE014613.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2__complete_genome__1952253..1953485_	0	201	1953	2739	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__1930001..1931000_	195	6	4684	8	2.5635049638594865e-13
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__2232001..2233000_	199	2	1397	3295	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__2300001..2301000_	197	4	4684	8	3.269682583573186e-7
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__348001..349000_	7	194	4560	132	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__1514001..1515000_	194	7	4678	14	1.3569811940783438e-11
lcl|GCA_000195995_1_ASM19599v1_genomic_fna|AL513383.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_str._CT18_plasmid_pHCM1__35922..36921_	0	201	534	4158	4.033198106601077e-7
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__1136001..1137000_	198	3	932	3760	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__632001..633000_	199	2	1523	3169	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__3511001..3512000_	0	201	1922	2770	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__1686001..1687000_	198	3	2686	2006	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__252001..253000_	199	2	2507	2185	0.0
lcl|GCA_000007545_1_ASM754v1_genomic_fna|AE014613.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2__complete_genome__1941253..1942252_	0	201	1940	2752	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__340001..341000_	0	201	2169	2523	0.0
lcl|GCA_001245005_1_Salmonella_enterica_CVM_N48699_v1_0_genomic_fna|LHKU01000048.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_strain_CVM_N48699_N48699_contig_48__whole_genome_shotgun_sequence__18821..19820_	2	199	1	4691	4.731942115920873e-8
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__1112001..1113000_	0	201	681	4011	5.831662264199622e-9
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__2108001..2109000_	194	7	4667	25	3.762611004987093e-7
lcl|GCA_000009505_1_ASM950v1_genomic_fna|AM933172.1_Salmonella_enterica_subsp._enterica_serovar_Enteritidis_str._P125109_complete_genome__2016368..2017367_	0	201	1076	3616	1.509903313490213e-14
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__934001..935000_	199	2	1984	2708	0.0
lcl|GCA_000020705_1_ASM2070v1_genomic_fna|CP001120.1_Salmonella_enterica_subsp._enterica_serovar_Heidelberg_str._SL476__complete_genome__3176876..3177875_	199	2	35	4657	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__4674001..4675000_	1	200	1544	3148	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__3244001..3245000_	201	0	2210	2482	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__372001..373000_	199	2	2199	2493	0.0
