
GroupOne: quality:1 subspecies:enterica core:368,375,369,371,370,372,376,374,350,373,334,365,361,367,355,363,364,362,306,366,349,346,320 serovar:Agona contigs:154,55,144,176,123,145,62,141,69,65,91,64,169,158,58,155,151,49,137,95,149,89,70,66,173,48,97,194,160,107,98,61,1,152,138,142,159,203,50,212,59,171,248,73,77,298,111,166,104,221,146,47,178,265,78,156,303,52,134,41,222,180,153,72,92,229,183,198,103,284,2,56,148,224,84,136,86,181,139,174,60,67,76,165,79,118,167,161,150,132,278,206,326,750,195
GroupTwo: quality:1 subspecies:enterica,diarizonae,salamae,houtenae,arizonae,indica core:359,385,363,361,358,346,390,357,126,402,391,356,360,399,405,403,397,350,382,398,400,381,401,268,374,364,365,355,386,352,318,378,380,404,384,298,379,370,396,392,375,372,395,373,387,353,388,367,289,383,354,333,351,376,278,366,348,394,393,389,377,311,312,345,127,139,369,362,368,324,344,317,342,349,293,188,337,316,341,371,300,136,332,82,334,74,294,284,184,328,176,326,327,347,343,83,307,280,290,194,320,78,86,79,187,319,295,76,303,288,275,138,304,309,292,87 serovar:Typhi,Kentucky,Itami,Paratyphi,Weltevreden,O61:z:1,5,7,Typhimurium,Choleraesuis,Enteritidis,Bareilly,Heidelberg,Infantis,I,9,12:l,v:-,Cerro,Bovismorbificans,Newport,Tennessee,Montevideo,Muenchen,Saintpaul,Havana,Senftenberg,Dublin,Anatum,Plymouth|Zega,Mbandaka,Hadar,Albany,Hartford,Oranienburg,Derby,Nima,4,[5],12:i:-,Schwarzengrund,Kiambu,Reading,Bredeney,Virginia,Liverpool,4,12:i:-,4,12:d:-,Javiana,Manhattan,Inverness,Brandenburg,Aqua,Berta,Litchfield,Nottingham,C1:g,Thompson,Johannesburg,Rubislaw,O61:k:1,5,IIIb,Pullorum,Telelkebir,Minnesota,B:e,h:-,Mississippi,Virchow,Ohio,Lille,Herston,Stanley,Abony,56:z10:e,n,x,Java,Muenster,Indiana,Putten,Lingwala,Blegdam,Tallahassee,Worthington,Milwaukee,Braenderup,X:z47:z53,Chester,Blockley,Gallinarum,16:z4,z32:--,Urbana,63:g,z51:-,London,Moscow,Give,Cubana,58:l,z13,z28:z6,Gaminara,Miami,Poona,Livingstone,6,14,25:z10:1,(2),7,Corvallis,Soerenga,Widemarsh,Abaetetuba,Hvittingfoss,Panama,Stanleyville,18:z4,z23:-,Meleagridis,Rissen,Veneziana,Gallinarum/pullorum,II,Namur,Fresno,Ouakam,62:z36:-,Abortusovis,50:g,z51:-,Pomona,Colindale,Mishmarhaemek,IV,Napoli,Nchanga,Weslaco,Orion,62:z4,z23:--,,Salford,Sandiego,Norwich,Kedougou,Hindmarsh,Brancaster,60:r:e,n,x,z15,Eastbourne,Hillingdon,Sloterdijk contigs:41,44,132,23,52,2,70,58,62,108,74,59,38,276,72,69,43,85,101,105,192,299,98,97,42,1,103,46,293,87,66,56,53,67,40,47,78,49,227,55,45,48,115,60,164,51,95,39,65,31,68,110,187,259,185,61,75,117,480,114,50,91,99,158,80,54,63,3,206,79,189,6,126,57,119,84,323,137,86,83,89,64,77,116,81,113,127,94,76,121,168,291,73,88,36,107,142,35,297,152,118,145,14,134,71,173,4,250,30,133,106,12,92,174,109,171,90,37,194,125,19,153,128,271,8,102,28,286,96,233,193,141,209,29,479,163,180,175,314,159,266,151,442,138,261,82,165,274,25,100,257,93,146,235,154,112,130,331,122,139,11,524,21,228,585,225,577,186,104,147,248,307,140,161,664,156,5,27,368,135,196,111,318,435,598,13,182,32,123,246,416,244,260,170,422,155,243,10,534,252,9,472,120,143,181,280,285,308,131,177,199,176,24,429,34,267,230,279,191,408,355,213,827,385,449,220,211,609,263,201,33,183,311,157,136,744,124,160,7,197,148,198,351,219,255,218,334,190,195,207,546,178,188,902,272,558,150,918,650,463,365,169,129,166,20,162,214,204,26,215,399,634,241,856,238,417,222,202,655,232,420,500,394,428,210,258,587,401,265,343,144,532,996,216,229,236,873,251,172,273,618,18,983,149,538,270,217,418,205,731,15,335,338,374,389,242,239,17,231,550,517,256,212,249,688,407,665,329,184,350,432,415,290,253,590,346,268,247,903,179,245,315,930
Name	GroupOne (+)	GroupOne (-)	GroupTwo (+)	GroupTwo (-)	pValue
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__252001..253000_	136	0	2570	2187	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__2567001..2568000_	132	4	4743	14	4.974808988089663e-7
lcl|GCA_000007545_1_ASM754v1_genomic_fna|AE014613.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2__complete_genome__1941253..1942252_	0	136	1940	2817	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__340001..341000_	0	136	2169	2588	0.0
lcl|GCA_000009505_1_ASM950v1_genomic_fna|AM933172.1_Salmonella_enterica_subsp._enterica_serovar_Enteritidis_str._P125109_complete_genome__2016368..2017367_	135	1	941	3816	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__934001..935000_	0	136	2183	2574	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__4674001..4675000_	133	3	1412	3345	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__1220001..1221000_	1	135	4349	408	0.0
lcl|GCA_000231685_2_ASM23168v2_genomic_fna|AFCU01000563.1_Salmonella_enterica_subsp._enterica_serovar_Senftenberg_str._A4_543_Contig563__whole_genome_shotgun_sequence__1..1964_	5	131	6	4751	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__3244001..3245000_	136	0	2275	2482	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__372001..373000_	134	2	2264	2493	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__4748001..4749000_	0	136	802	3955	1.6341719666357335e-7
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__4417001..4418000_	136	0	1495	3262	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__4230001..4231000_	1	135	4331	426	0.0
lcl|GCA_000007545_1_ASM754v1_genomic_fna|AE014613.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2__complete_genome__2913381..2914380_	0	136	2442	2315	0.0
lcl|GCA_000330625_1_ASM33062v1_genomic_fna|ANOT01000040.1_Salmonella_enterica_subsp._enterica_serovar_Agona_str._SH08SF124_scf7180000023155b__whole_genome_shotgun_sequence__18337..19336_	5	131	8	4749	4.6629367034256575e-15
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__4104001..4105000_	98	38	4598	159	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__2632001..2633000_	0	136	1760	2997	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__3770001..3771000_	136	0	2356	2401	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__4588001..4589000_	135	1	1907	2850	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__3082001..3083000_	0	136	1746	3011	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__3772001..3773000_	135	1	2617	2140	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__2905001..2906000_	0	136	916	3841	1.3769095530413722e-8
lcl|GCA_000389415_1_65_H_72_genomic_fna|CARJ01000003.1_Salmonella_enterica_subsp._enterica_serovar_Agona_65.H.72_WGS_project_CARJ01000000_data__contig_WS1033_S3__whole_genome_shotgun_sequence__244327..245326_	1	135	0	4757	3.3223946926952408e-9
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__2903001..2904000_	0	136	892	3865	2.3429822970655323e-8
lcl|GCA_000020885_1_ASM2088v1_genomic_fna|CP001138.1_Salmonella_enterica_subsp._enterica_serovar_Agona_str._SL483__complete_genome__2000372..2001371_	134	2	1	4756	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__2740001..2741000_	5	131	963	3794	1.7346075599222743e-6
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__1956001..1957000_	127	9	2405	2352	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__542001..543000_	120	16	4689	68	0.0
lcl|GCA_000020885_1_ASM2088v1_genomic_fna|CP001138.1_Salmonella_enterica_subsp._enterica_serovar_Agona_str._SL483__complete_genome__2378519..2379518_	35	101	96	4661	0.0
lcl|GCA_000007545_1_ASM754v1_genomic_fna|AE014613.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2__complete_genome__4501242..4502241_	0	136	1927	2830	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__4328001..4329000_	0	136	1671	3086	0.0
lcl|GCA_000007545_1_ASM754v1_genomic_fna|AE014613.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2__complete_genome__4499242..4500241_	0	136	1935	2822	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__2855001..2856000_	99	37	977	3780	0.0
lcl|GCA_000007545_1_ASM754v1_genomic_fna|AE014613.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2__complete_genome__4679559..4680558_	0	136	2562	2195	0.0
lcl|GCA_000020885_1_ASM2088v1_genomic_fna|CP001138.1_Salmonella_enterica_subsp._enterica_serovar_Agona_str._SL483__complete_genome__2745870..2746869_	79	57	67	4690	0.0
lcl|GCA_000330645_1_ASM33064v1_genomic_fna|ANOU01000006.1_Salmonella_enterica_subsp._enterica_serovar_Agona_str._SH10GFN094_scf7180000058134__whole_genome_shotgun_sequence__1..1673_	1	135	0	4757	3.3223946926952408e-9
lcl|GCA_000171535_2_ASM17153v2_genomic_fna|ABFH02000002.1_Salmonella_enterica_subsp._enterica_serovar_Virchow_str._SL491_gcontig_1112707573878__whole_genome_shotgun_sequence__1283587..1284586_	7	129	24	4733	1.7192136603227937e-11
lcl|GCA_000171535_2_ASM17153v2_genomic_fna|ABFH02000002.1_Salmonella_enterica_subsp._enterica_serovar_Virchow_str._SL491_gcontig_1112707573878__whole_genome_shotgun_sequence__1287587..1288586_	7	129	24	4733	1.7192136603227937e-11
lcl|GCA_000171535_2_ASM17153v2_genomic_fna|ABFH02000002.1_Salmonella_enterica_subsp._enterica_serovar_Virchow_str._SL491_gcontig_1112707573878__whole_genome_shotgun_sequence__1262587..1263586_	7	129	24	4733	1.7192136603227937e-11
lcl|GCA_000020745_1_ASM2074v1_genomic_fna|CP001127.1_Salmonella_enterica_subsp._enterica_serovar_Schwarzengrund_str._CVM19633__complete_genome__2070796..2071795_	135	1	129	4628	0.0
lcl|GCA_000020885_1_ASM2088v1_genomic_fna|CP001138.1_Salmonella_enterica_subsp._enterica_serovar_Agona_str._SL483__complete_genome__4704258..4705999_	134	2	3	4754	0.0
lcl|GCA_000388195_1_01_O_05_genomic_fna|CATQ01000026.1_Salmonella_enterica_subsp._enterica_serovar_Agona_01.O.05_WGS_project_CATQ01000000_data__contig_MC_05_0582_S26__whole_genome_shotgun_sequence__27168..28167_	7	129	1	4756	0.0
lcl|GCA_000020885_1_ASM2088v1_genomic_fna|CP001138.1_Salmonella_enterica_subsp._enterica_serovar_Agona_str._SL483__complete_genome__2742870..2743869_	79	57	108	4649	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006471.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2_plasmid_pSLT__complete_sequence__44001..45000_	2	134	919	3838	1.5182987955775218e-7
lcl|GCA_000171535_2_ASM17153v2_genomic_fna|ABFH02000002.1_Salmonella_enterica_subsp._enterica_serovar_Virchow_str._SL491_gcontig_1112707573878__whole_genome_shotgun_sequence__1268587..1269586_	7	129	24	4733	1.7192136603227937e-11
lcl|GCA_000007545_1_ASM754v1_genomic_fna|AE014613.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2__complete_genome__3610060..3611059_	0	136	2603	2154	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__2079001..2080000_	1	135	4047	710	0.0
lcl|GCA_000389415_1_65_H_72_genomic_fna|CARJ01000203.1_Salmonella_enterica_subsp._enterica_serovar_Agona_65.H.72_WGS_project_CARJ01000000_data__contig_WS1033_C3476__whole_genome_shotgun_sequence__1001..2000_	1	135	0	4757	3.3223946926952408e-9
lcl|GCA_000008105_1_ASM810v1_genomic_fna|AE017220.1_Salmonella_enterica_subsp._enterica_serovar_Choleraesuis_str._SC_B67__complete_genome__2641271..2642270_	135	1	6	4751	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__2859001..2860000_	43	93	84	4673	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006471.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2_plasmid_pSLT__complete_sequence__42001..43000_	0	136	781	3976	2.542617555389981e-7
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__3909001..3910000_	128	8	4701	56	1.918061760197709e-6
lcl|GCA_000008105_1_ASM810v1_genomic_fna|AE017220.1_Salmonella_enterica_subsp._enterica_serovar_Choleraesuis_str._SC_B67__complete_genome__1408601..1409600_	0	136	967	3790	4.361336847225061e-9
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006471.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2_plasmid_pSLT__complete_sequence__63001..64000_	0	136	737	4020	6.336942061091477e-7
lcl|GCA_000388195_1_01_O_05_genomic_fna|CATQ01000006.1_Salmonella_enterica_subsp._enterica_serovar_Agona_01.O.05_WGS_project_CATQ01000000_data__contig_MC_05_0582_S6__whole_genome_shotgun_sequence__66689..67688_	38	98	27	4730	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__2239001..2240000_	127	9	4729	28	1.2212453270876722e-15
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006471.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2_plasmid_pSLT__complete_sequence__7001..8000_	0	136	2971	1786	0.0
lcl|GCA_000389575_1_73_H_09_genomic_fna|CARB01000015.1_Salmonella_enterica_subsp._enterica_serovar_Agona_73.H.09_WGS_project_CARB01000000_data__contig_DBS_20090461_S15__whole_genome_shotgun_sequence__50850..51849_	1	135	0	4757	3.3223946926952408e-9
lcl|GCA_000388555_1_20_H_06_genomic_fna|CASV01000208.1_Salmonella_enterica_subsp._enterica_serovar_Agona_20.H.06_WGS_project_CASV01000000_data__contig_DBS_20060793_C2816__whole_genome_shotgun_sequence__1001..2000_	1	135	0	4757	3.3223946926952408e-9
lcl|GCA_000388195_1_01_O_05_genomic_fna|CATQ01000049.1_Salmonella_enterica_subsp._enterica_serovar_Agona_01.O.05_WGS_project_CATQ01000000_data__contig_MC_05_0582_S49__whole_genome_shotgun_sequence__1001..2668_	6	130	1	4756	0.0
lcl|GCA_000388195_1_01_O_05_genomic_fna|CATQ01000026.1_Salmonella_enterica_subsp._enterica_serovar_Agona_01.O.05_WGS_project_CATQ01000000_data__contig_MC_05_0582_S26__whole_genome_shotgun_sequence__13001..14000_	7	129	1	4756	0.0
lcl|GCA_000389575_1_73_H_09_genomic_fna|CARB01000015.1_Salmonella_enterica_subsp._enterica_serovar_Agona_73.H.09_WGS_project_CARB01000000_data__contig_DBS_20090461_S15__whole_genome_shotgun_sequence__54850..55849_	1	135	0	4757	3.3223946926952408e-9
lcl|GCA_000806585_1_CFSAN024760_02_0_genomic_fna|JWQS01000005.1_Salmonella_enterica_subsp._enterica_strain_CFSAN024760_CFSAN024760_contig0004__whole_genome_shotgun_sequence__456265..457479_	2	134	0	4757	1.1102230246251565e-16
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__2879001..2880000_	0	136	967	3790	4.361336847225061e-9
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006471.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2_plasmid_pSLT__complete_sequence__65001..66000_	0	136	684	4073	1.8613650275556282e-6
lcl|GCA_000007545_1_ASM754v1_genomic_fna|AE014613.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2__complete_genome__1660256..1661739_	0	136	1961	2796	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006471.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2_plasmid_pSLT__complete_sequence__61001..62000_	0	136	705	4052	1.2180376878223598e-6
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__3379001..3380000_	125	11	4707	50	3.036459972349803e-13
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__1959001..1960000_	0	136	4287	470	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__3559001..3560000_	136	0	2769	1988	0.0
lcl|GCA_000330645_1_ASM33064v1_genomic_fna|ANOU01000010.1_Salmonella_enterica_subsp._enterica_serovar_Agona_str._SH10GFN094_scf7180000058138__whole_genome_shotgun_sequence__1..1212_	1	135	0	4757	3.3223946926952408e-9
lcl|GCA_000389575_1_73_H_09_genomic_fna|CARB01000015.1_Salmonella_enterica_subsp._enterica_serovar_Agona_73.H.09_WGS_project_CARB01000000_data__contig_DBS_20090461_S15__whole_genome_shotgun_sequence__58850..59849_	1	135	0	4757	3.3223946926952408e-9
lcl|GCA_000007545_1_ASM754v1_genomic_fna|AE014613.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2__complete_genome__4669579..4670578_	0	136	1836	2921	0.0
lcl|GCA_000388955_1_40_E_08_genomic_fna|CASE01000011.1_Salmonella_enterica_subsp._enterica_serovar_Agona_40.E.08_WGS_project_CASE01000000_data__contig_MC_08_0770_S11__whole_genome_shotgun_sequence__145644..146643_	1	135	0	4757	3.3223946926952408e-9
lcl|GCA_000388835_1_35_H_08_genomic_fna|CASJ01000039.1_Salmonella_enterica_subsp._enterica_serovar_Agona_35.H.08_WGS_project_CASJ01000000_data__contig_CS_CC08.043_S39__whole_genome_shotgun_sequence__83531..84566_	1	135	0	4757	3.3223946926952408e-9
lcl|GCA_000388195_1_01_O_05_genomic_fna|CATQ01000026.1_Salmonella_enterica_subsp._enterica_serovar_Agona_01.O.05_WGS_project_CATQ01000000_data__contig_MC_05_0582_S26__whole_genome_shotgun_sequence__11001..12000_	6	130	1	4756	0.0
lcl|GCA_000007545_1_ASM754v1_genomic_fna|AE014613.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2__complete_genome__1093220..1094219_	0	136	2343	2414	0.0
lcl|GCA_000484415_1_ASM48441v1_genomic_fna|AYCU01000064.1_Salmonella_enterica_subsp._enterica_serovar_Agona_str._620239_SEEA0239_1__whole_genome_shotgun_sequence__160221..161220_	1	135	0	4757	3.3223946926952408e-9
lcl|GCA_000020745_1_ASM2074v1_genomic_fna|CP001127.1_Salmonella_enterica_subsp._enterica_serovar_Schwarzengrund_str._CVM19633__complete_genome__628373..629372_	6	130	27	4730	6.637121008346014e-8
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006471.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2_plasmid_pSLT__complete_sequence__40001..41000_	0	136	733	4024	6.8796009522476e-7
lcl|GCA_000388955_1_40_E_08_genomic_fna|CASE01000011.1_Salmonella_enterica_subsp._enterica_serovar_Agona_40.E.08_WGS_project_CASE01000000_data__contig_MC_08_0770_S11__whole_genome_shotgun_sequence__125096..126095_	1	135	0	4757	3.3223946926952408e-9
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006471.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2_plasmid_pSLT__complete_sequence__46001..47000_	0	136	891	3866	2.3951501004759734e-8
lcl|GCA_000007545_1_ASM754v1_genomic_fna|AE014613.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2__complete_genome__977256..978827_	0	136	1317	3440	7.08988423525625e-13
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__229001..230000_	133	3	2534	2223	0.0
lcl|GCA_000388555_1_20_H_06_genomic_fna|CASV01000209.1_Salmonella_enterica_subsp._enterica_serovar_Agona_20.H.06_WGS_project_CASV01000000_data__contig_DBS_20060793_C2824__whole_genome_shotgun_sequence__1..1000_	1	135	0	4757	3.3223946926952408e-9
lcl|GCA_000388195_1_01_O_05_genomic_fna|CATQ01000049.1_Salmonella_enterica_subsp._enterica_serovar_Agona_01.O.05_WGS_project_CATQ01000000_data__contig_MC_05_0582_S49__whole_genome_shotgun_sequence__9637..11621_	7	129	1	4756	0.0
lcl|GCA_000388195_1_01_O_05_genomic_fna|CATQ01000029.1_Salmonella_enterica_subsp._enterica_serovar_Agona_01.O.05_WGS_project_CATQ01000000_data__contig_MC_05_0582_S29__whole_genome_shotgun_sequence__1001..2233_	7	129	1	4756	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__1119001..1120000_	0	136	975	3782	3.6324525609643388e-9
lcl|GCA_000020885_1_ASM2088v1_genomic_fna|CP001137.1_Salmonella_enterica_subsp._enterica_serovar_Agona_str._SL483_plasmid__complete_sequence__19001..20000_	2	134	0	4757	1.1102230246251565e-16
lcl|GCA_000389415_1_65_H_72_genomic_fna|CARJ01000003.1_Salmonella_enterica_subsp._enterica_serovar_Agona_65.H.72_WGS_project_CARJ01000000_data__contig_WS1033_S3__whole_genome_shotgun_sequence__269327..270326_	1	135	0	4757	3.3223946926952408e-9
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006471.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2_plasmid_pSLT__complete_sequence__1001..2000_	0	136	770	3987	3.1999309901831197e-7
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006468.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2__complete_genome__629001..630000_	3	133	1768	2989	1.1102230246251565e-16
lcl|GCA_000388195_1_01_O_05_genomic_fna|CATQ01000150.1_Salmonella_enterica_subsp._enterica_serovar_Agona_01.O.05_WGS_project_CATQ01000000_data__contig_MC_05_0582_C2432__whole_genome_shotgun_sequence__2001..3360_	7	129	1	4756	0.0
lcl|GCA_000171535_2_ASM17153v2_genomic_fna|ABFH02000002.1_Salmonella_enterica_subsp._enterica_serovar_Virchow_str._SL491_gcontig_1112707573878__whole_genome_shotgun_sequence__1285587..1286586_	7	129	24	4733	1.7192136603227937e-11
lcl|GCA_000008105_1_ASM810v1_genomic_fna|AE017220.1_Salmonella_enterica_subsp._enterica_serovar_Choleraesuis_str._SC_B67__complete_genome__1406601..1407600_	0	136	965	3792	4.564857825073432e-9
lcl|GCA_000388195_1_01_O_05_genomic_fna|CATQ01000026.1_Salmonella_enterica_subsp._enterica_serovar_Agona_01.O.05_WGS_project_CATQ01000000_data__contig_MC_05_0582_S26__whole_genome_shotgun_sequence__25168..26167_	7	129	1	4756	0.0
lcl|GCA_000388955_1_40_E_08_genomic_fna|CASE01000011.1_Salmonella_enterica_subsp._enterica_serovar_Agona_40.E.08_WGS_project_CASE01000000_data__contig_MC_08_0770_S11__whole_genome_shotgun_sequence__121096..122095_	1	135	0	4757	3.3223946926952408e-9
lcl|GCA_000330645_1_ASM33064v1_genomic_fna|ANOU01000066.1_Salmonella_enterica_subsp._enterica_serovar_Agona_str._SH10GFN094_scf7180000058176__whole_genome_shotgun_sequence__7001..8000_	1	135	0	4757	3.3223946926952408e-9
lcl|GCA_000007545_1_ASM754v1_genomic_fna|AE014613.1_Salmonella_enterica_subsp._enterica_serovar_Typhi_Ty2__complete_genome__1659256..1660255_	0	136	1968	2789	0.0
lcl|GCA_000006945_2_ASM694v2_genomic_fna|AE006471.2_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2_plasmid_pSLT__complete_sequence__21001..22000_	0	136	766	3991	3.4780412350166046e-7
lcl|GCA_000388555_1_20_H_06_genomic_fna|CASV01000196.1_Salmonella_enterica_subsp._enterica_serovar_Agona_20.H.06_WGS_project_CASV01000000_data__contig_DBS_20060793_C2650__whole_genome_shotgun_sequence__1..1521_	1	135	0	4757	3.3223946926952408e-9
lcl|GCA_000171535_2_ASM17153v2_genomic_fna|ABFH02000002.1_Salmonella_enterica_subsp._enterica_serovar_Virchow_str._SL491_gcontig_1112707573878__whole_genome_shotgun_sequence__1260587..1261586_	7	129	24	4733	1.7192136603227937e-11
lcl|GCA_000487475_1_ASM48747v1_genomic_fna|AOZU01000047.1_Salmonella_enterica_subsp._enterica_serovar_Agona_str._648586_1_SEEA5861_9__whole_genome_shotgun_sequence__180960..181959_	1	135	0	4757	3.3223946926952408e-9
lcl|GCA_000389415_1_65_H_72_genomic_fna|CARJ01000003.1_Salmonella_enterica_subsp._enterica_serovar_Agona_65.H.72_WGS_project_CARJ01000000_data__contig_WS1033_S3__whole_genome_shotgun_sequence__229327..230326_	1	135	0	4757	3.3223946926952408e-9
